리뷰내용,평점,학기,전공트랙,과목코드,과목명,교수명,강의ID
프로그래밍 언어와 게임 제작에 관심있다고 막 수강하면 후회합니다,,,알수없음,0449301,3D게임프로그래밍,이면재,1231245
자기멋대로하는 교수님 1을 알려주고 10을하라는 교수님 피하는게 상책,,,알수없음,0449301,3D게임프로그래밍,이면재,1231245
교수님 너무 좋으시고 열심히만 하면 학점 잘 주십니다,,,알수없음,0614902,빅데이터,이시은,1809831
"역시 갓시은 교수님 진짜 너무 착하시고 짱 좋으심
코딩 1도 할 줄 모르는데도 수업 안어려웠고 시험도 중간은 없고 기말에 배운 것들로 프로젝트 하나 완성해서 제출하면 돼서 편하고 좋았음
무엇보다도 팀플 없고 발표 없어서 넘 편하고 좋았음",,,알수없음,0614902,빅데이터,이시은,1809831
수업 진도가 빠른긴한데 교수님이 좋으시고 재미있습니다,,,알수없음,0614902,빅데이터,이시은,1809831
"무조건 파이썬 선수강 하고 오세요 방학 때 조금이라도 공부하고 오시길...
수업 자체는 재밌습니다. 공공기관에서 데이터 정보 받아서 주피터 노트북으로 활용하는데 재밌어요 어려운 부분 질문해도 다 답변해 주시고요 꼭 들으십쇼...

과제는 수업 시간에 한거 제출하는 거, 중간 기말은 없습니다. 기말 때 프로젝트 하나 있는데 데이터들을 찾아서 수업 시간에 배운 대로 작성하고 큰 프로젝트를 제작하는 거예요 미리미리 준비하시면 좋습니다.",,,알수없음,0614902,빅데이터,이시은,1809831
매우 뜻깊고 재밌었던 수업. 매주 과제가있지만 개인 프로젝트라 편하게 들었습니다,,,알수없음,0614902,빅데이터,이시은,1809831
"과제 무난 시험 무난 파이썬 선수강하고 오세요
팀플 별로고요 프로젝트 함",,,알수없음,0614902,빅데이터,이시은,1809831
"주피터 노트북 사용해서 csv, openApi파일 활용하는 수업이고 매 주 실습결과를 사캠에 올려야 함
조편성이 있었긴 한데 초~중반 배운 내용으로 각자 문제랑 정답 만들고 모아서 제출하는거 2번 있었음. 그 이후엔 교류나 팀작업x
학생들 실습내용을 많이 봐주시려고 하는데 좁은 강의실에 거의 꽉꽉 채워서 듣다보니까 강의시간중에는 일부만 케어됐다고 생각함. 프로젝트 제출물은 한 학기 동안 배운 내용이 다 들어가야 점수 잘 주시는듯. 파이썬 선수했으면 어렵지 않을거라고 생각됨",,,알수없음,0614902,빅데이터,이시은,1809831
"무조건 하는거 추천
만족스러운 한 학기였음
너무 친절하게 답변해주심",,,알수없음,0614902,빅데이터,이시은,1809831
이시은교수님 말해뭐해....... 매번 실습한 것에 따수운 말과 피드백덕분에 매주 행복했습니다 팀플은 배웠던 내용 복습하고 같이 실습하며 보고서 작성하는 것이었어요,,,알수없음,0614902,빅데이터,이시은,1809831
"이시은 교수님 강의 들어본 사람은 다 알거임 교수님 천사라는거 ㅜㅜ 학생들 하나하나 생각해주셔요.
다만 매주 수업내용 정리하는 과제는 있어요.
수업만 들으면 무리없구 중간에 팀플도 있어요!",,,알수없음,0614902,빅데이터,이시은,1809831
저는 나름 실습위주라 재밌게 들었어요 강의도 짧아서 들을만하고 교수님도 착하셨습니다 다만 조별과제가 은근 많았고 매주 수업내용 보고서를 제출해야합니당,,,알수없음,0614902,빅데이터,이시은,1809831
"은근 할 게 너무 많았음
매주 수업듣고 수업내용하고 실습한거 정리해야하고
팀플생기면 매주 보고서 제출해야함
시험은 기말 대체과제 하나밖에 없음
수업은 짧아서 좋았고 매주 교수님이 피드백 남겨주셔서 마음이 따뜻해짐☀️",,,알수없음,0614902,빅데이터,이시은,1809831
매주 수업한내용 캡쳐해서 제출하는과제 매주 답주시는 피드백 친절한교수님 와우,,,알수없음,0614902,빅데이터,이시은,1809831
"* 비대면 기준입니다
매 주 과제(수업 시간에 배운 내용 정리 + 문제 풀이)가 있음
문제 풀이 못한다고 점수 깎으시지는 않으시는 듯 문제 자제도 어렵지 않음 시험 때는 풀이 안 내주실 때도 있음
매주 내는 과제마다 코멘트 달아주셔서 괜히 기분 좋음 ☺️
원래 조별 없는 걸로 알고 있었는데 이번 학기는 있었음 하지만 팀원 때문에 스트레스 받는 과제는 아니였음
기말 과제는 조금 힘들었고 망했다고 생각했는데 생각보다 성적 잘 나옴 
강의평 안 좋아서 걱정했는데 생각보다 괜찮았던 수업!",,,알수없음,0614902,빅데이터,이시은,1809831
매주 과제가 있는데 수업 한 내용을 캡쳐해서 내는거 + 문제 풀이가 과제예요. 그리고 시험은 없고 기말에 프로젝트 만든거 제출하면 됩니다. 사실 생각보다 어려워서 힘들었는데 그래도 최선을 다해 노력했더니 학점 잘 주셨어요! 매주 과제 있는게 귀찮+힘듬 이지만 잘 가르쳐주시긴 합니다!,,,알수없음,0614902,빅데이터,이시은,1809831
"중간,기말고사 없이 과제랑 플젝으로 평가합니다 과제는 매주 있는데 그 날 실습한거랑 실습 살짝 응용한 퀴즈 코딩후 캡쳐해서 올리는거라 큰 부담 없어요 강의 영상도 짧아요 플젝은 실습한 내용 응용하는거라 수업 잘 들으시면 되요 교수님이 과제 내용보고 피드백도 해주셔서 좋아요 이시은 교수님 짱",,,알수없음,0614902,빅데이터,이시은,1809831
쪽지시험이 수시로 있고 수업진도가 빨라 어려움이  있었지만  배워가는게 많았던 수업이었습니다,,,알수없음,0614902,빅데이터,이시은,1809831
"시험은 쪽지시험보는게 전부이고 프로젝트 점수가 학점의 전부입니다 쪽지시험 잘 챙기고 프로젝트 열심히 하면 점수 잘 나올거에요
쪽지시험이랑 과제가 매주 혹은 격주에 한번은 있는데 수업시간에 한걸 응용하는 편이거나 짜집기만 하면 되는거여서 수업시간에 잘 따라가면 집에서 한시간도 안걸립니다",,,알수없음,0614902,빅데이터,이시은,1809831
"교수님께 질문을 하면 모른다하면서 구글링 치라 하시네요
열정도없어보이고 왜이과목을 개설했는지 전혀 모르겠습니다
듣지마세요",,,알수없음,0614902,빅데이터,이시은,1809831
솔직히 수업인지 자습인지 모를 정도. 모르면 구글 찾아서 하라는 교수님 말이 잊혀지지가 않네요. 그리고 모르는 걸 질문해도 교수님이 알려주러 오는 대까지 시간이 너무 걸리네요. 매번 까먹고 다른 팀 설명하러 가시네요.,,,알수없음,0614902,빅데이터,이시은,1809831
앱을 만들어도 되고 rc카 만들어도 되고 주제는 자유에요 학점 잘받고 싶으시면 경진대회에 작품 제출하세요,,,알수없음,0623903,캡스톤디자인,임석구,1888389
"프로젝트를 성심껏만 한다면 학점은 정말 후하게 주십니다. 
그저 열심히 했는데 에이쁠 나와서 놀랐어요..😊 감사합니다 교수님",,,알수없음,0623903,캡스톤디자인,임석구,1888389
"캡스톤이니 역시 처음부터 끝까지 프로젝트였습니다
자유 주제로 완성 할 수있는 프로그램 혹은 아두이노를 이용한 프로젝트를 하면되고(주제의 폭이 넓습니다 거의 다 수용해주세요) 계발 개획서 부터 시작해서 프로젝트를 완성해가면됩니다
프로젝트를 하면서 발생하는 재료 비용은 학교에서 구입해서 학생에게 지급해줍니다
저는 개인적으로 좋았습니다! 어려운주제가 아니여도 지금까지 배운 내용으로 무언가를 만드는데 교수님께서 부담을 주시지도 않아요!
또 보고서는 교수님께서 폼을 주시니 거기에 맞춰서 작성하면 에이플 주시는것 같습니다!",,,알수없음,0623903,캡스톤디자인,임석구,1888389
"하라는 것만 하면 성적 잘 주십니다.
발표도 있습니다.",,,알수없음,0623904,캡스톤디자인,한군희,1231351
성실도 중요하게 보시는거 같아요 그냥 교수님이 하라는거 하면 학점 잘주세요,,,알수없음,0623904,캡스톤디자인,한군희,1231351
"정말 부담없는 수업. 학생들에게 최대한 부담 안 주시려고 하심

수업 듣기 전에 뭐 만들지 미리 구상해놓으면 좋을듯. 2주에 한번씩 어디까지 했나 중간보고서 제출하고 발표함. 보고서도 거창한거 아니고 그냥 내가 한거 캡쳐해서 설명좀 쓰면 됨. 발표도 그냥 뭐  어떤거 구상중이다, 코딩했다, 디자인했다, 아직 생각중이다 이렇게 그냥 간단하게 해도 됨 보고서도 발표도 부담 없음 진짜 굿ㅎㅎ

마지막에는 최종보고서/발표영상/PPT제출해야하니 미리미리 만들어놓으면 마지막에 할거 거의 없음.

수업시간은 단속 걸릴까봐 일찍 못 끝내주시지만 마음만은 일찍 끝내주고싶어하심. 수업시간에는 그냥 발표 듣고 프로젝트 할거 하면 됨",,,알수없음,0623904,캡스톤디자인,한군희,1231351
이번학기까지는 비대면으로 진행되었습니다 시험없고 보고서도 맨 마지막에 한 번만 제출하면 되고 학생들 생각을 진짜 많이 해주세요.. 매번 느끼는거지만 정이 넘치는 교수님이십니다. 성적도 최대한 좋게 주려고 노력해주십니다,,,알수없음,0623904,캡스톤디자인,한군희,1231351
"교수님은 학생들을 위하는 마음이 한결 같으셔서 좋음 물론 좋은 쪽으로. 결과 보다는 과정을 더 보시는 것 같고 과정에서 내가 공부한 것 알게 된 것을 잘 표현하면 좋게 봐주시는 것 같음 
따로 요청하지 않으면 피드백이 없지만 그건 뭐 학생들이 얼마나 열정적으로 교수님께 여쭤보느냐에 따라 달린거
이번 학기는 비대면으로 했는데 응원의 말과 자신감 상승 시켜주시는 거 감사했음",,,알수없음,0623904,캡스톤디자인,한군희,1231351
"시험 없고 뭐 만들어야되는거 없고
계획서 1장, ppt, 발표영상만 내면됨",,,알수없음,0623904,캡스톤디자인,한군희,1231351
얻어가는 내용이 많아서 만족스러웠던 수업입니다. OpenCV 라이브러리 자체가 많은 곳에서 활용할 수 있기 때문에 기회가 된다면 배워보는 거 추천합니다.,,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
여러분 칼같은 풀강입니다. 과목 자체가 어렵고 시험도 어렵게 느껴질수도.. c++ 기반임.  하지만 성적 만큼은 따뜻하게 줍니다,,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
"자기 수업 밖에 없는 줄 아는 교수
매주 대면수업3시간 풀강, 시험 치고도 수업,매주 과제, 매주 토론, 중간 평가, 기말 평가, 프로젝트도 있는데 그건 중간/최종 나눠서 중간 ppt제작 영상촬영후 유튜브 업로드 이걸 또 최종 보고서 내는 기간에 최종ppt제작 영상촬영후 업로드
ㅋㅋㅋㅋ 다른 과목은 안 듣고 이거 하나 들을 사라 추천",,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
"어렵긴 했지만 얻어가는게 많았던 수업. 이런 수업이 많아야한다고 생각함. 조별과제는 배운거로 프로젝트 하나 하면 되고 프로젝트에 중간,기말 다보고 시험이나 프로젝트 제출하는 주 외에는 매주 배운 내용 응용하는 과제 내주시는데 손도 못대는 학우들이 꽤 있는지 제출하는 사람이 많진 않아서 공부 열심히 하면 학점은 그 사람이 가져갈 수 있음.",,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
"백석대에 이런 교수님들이 많아야 한다고 생각함. 대충 넘어가지않고, 하나하나 자세히 파고들어 공부함. 훌륭한 교수님",,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
코딩 자신있으면 점수 받기 쉬운 수업 대신 4시간 연강하고 과제가 많음,,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
IT에대한 열정이있다면 힘들지만 재미있고 아니면 고통스러운 수업이 될것,,,알수없음,0685501,OpenCV프로그래밍,곽노윤,1469547
"교수님 좋으시고 수업도 열심히 하심. 덕분에 저도 열심히 수업 들었던 것 같아요. 중간, 기말 페이퍼 준비 할 수 있는데 수넙 끝나고 그때 정리해서 준비하는 편이 좋을 듯.",,,알수없음,0219401,유닉스시스템,이승화,1231079
교수님이 아주 좋으신 분이지만 잘따라오면 많이 성장할듯,,,알수없음,0219401,유닉스시스템,이승화,1231079
"새로운 운영체제를 배우는 과정이 흥미로웠습니다!
교수님이 최대한 많은 정보를 주고 싶어하시는 게 보였고
뒤쳐지는 학생이 있나 체크를 해주십니다. 시험은 중간,기말 다 보고 기말 전 팀프로젝트가 있습니다. 귀찮을 수도 있고 겁날 수도 있지만 독려를 위해 많은 도움을 주시니까 걱정하지 마세요~

수업 난이도가 쉽지 않았지만 교수님이 잘 가르쳐주셔서 여러분도 잘 버틸 수 있을 거예요. 저는 A+ 받았어요 교수님 사랑합니다...♥",,,알수없음,0219401,유닉스시스템,이승화,1231079
"그져 외칩니다
갓승화
가르치시는 열정 대단하시고 얻어갈꺼 많습니다",,,알수없음,0219401,유닉스시스템,이승화,1231079
"어려운 내용을 쉽게 가르쳐주시려고 노력 많이 하십니다. 한 과목 안에서 다양한 과목을 배우는 느낌도 들지만, 프로젝트하면서 다 필요한 내용이라 오히려 좋았어요!",,,알수없음,0219401,유닉스시스템,이승화,1231079
리눅스와 html 배우는데 설명 정말 잘해주세요,,,알수없음,0219401,유닉스시스템,이승화,1231079
베이스 없어도 이해 잘 할 수 있게 설명잘해주십니다!!!,,,알수없음,0219401,유닉스시스템,이승화,1231079
"왜이렇게 다들 이 교수님 좋다고 막 강의평 다는지 모르겠음
조작인가..................",,,알수없음,0219401,유닉스시스템,이승화,1231079
"좋은 강의입니다… 중간고사 보고 팀 짜서 팀플했고 발표는 안 시키셨어요 
중간, 기말 시험 봤습니다
나름 재밌게 들었어요",,,알수없음,0219401,유닉스시스템,이승화,1231079
"1. 조 운빨
- 조 잘못 걸리면 생각보다 고생 많이 함. 코드 짜면서 프로젝트 만들어야하는데 이걸 혼자 다 하게 되는 경우도 생김. 다행히 조별 평가이서 무임승차하려는 학생들을 잘 잡아내시도록 노력하심. 그런 점은 좋은데 프젝 하는 동안의 스트레스는 본인 몫
2. 시험
- 총 중간 기말 두 번 보는데 개인적으로 기말이 좀 더 어려웠음. A4용자 한 장 합법적 컨닝페이퍼 쓸 수 있게 해주시는건 좋지만 오픈북인만큼 코드를 잘 활용할 줄 알아야함. 시험 난이도는 어려운 편이였음
3. 교수님 최고
- 중간중간 간식도 사주시고 질문이 생기면 다 잘 받아주심. 학생들과 서로 소통하며 지내실려고 노력 많이 하심. 출결은 나름 너그러웠음.",,,알수없음,0219401,유닉스시스템,이승화,1231079
수업이 유익하고 맛있습니다 사이트나 프로그램이 어떻게 돌아가는지 전체적으로 배웁니다,,,알수없음,0219401,유닉스시스템,이승화,1231079
진짜 좋은 교수님입니다 시험도 중간 한번에 기말에 팀플로 대체 합니다,,,알수없음,0219401,유닉스시스템,이승화,1231079
유닉스 어렵지 않게 단계별로 잘 가르쳐 주십니다 👍,,,알수없음,0219401,유닉스시스템,이승화,1231079
수업 열심히 듣고 자기 자신이 열심히 공부한대로 성적 받아가는 수업,,,알수없음,0219401,유닉스시스템,이승화,1231079
교수님이 천천히 친절하게 가르쳐주심 열심히 한대로 점수 받는듯,,,알수없음,0219401,유닉스시스템,이승화,1231079
"열심히 하시면 하시는대로 학점 다 받을 수 있습니다. 어느정도 미리 공부하고 가시면 편하고, 수업시간에 알려주신 내용들 위주로만 시험을 출제하시기 때문에 학점따기 쉬웠습니다. 개인적으로 과제는 팀프로젝트 시간이 조금 촉박했다는 거 이외에는 불만도 없었고 좋았습니다.",,,알수없음,0219401,유닉스시스템,이승화,1231079
"처음 해보는 결의 수업이었습니다
그만큼 교수님도 자세하게 잘 알려주십니다
중간고사 지나고 나면 점점 익숙해져서 수업 잘 따라갈 수 있습니다
중간고사 기말고사 별개로 팀플 하나가 있는데 평소에 미리미리 잘 해놓으면 큰 문제는 없습니다",,,알수없음,0219401,유닉스시스템,이승화,1231079
기본적인 개념부터 천천히 알려주셔서 도움이 많이 되는 강의입니다! 시험도 보고 팀플도 있어요.,,,알수없음,0219401,유닉스시스템,이승화,1231079
교수님이 기초부터 차근차근 설명해주세요. 학생들을 위해 좋고 편한 강의 위해 노력하시는게 항상 보여요. 수업에서 얻어가는 것도 많고 다음에도 이승화 교수님 수업 듣고 싶어요. 항상 좋은 수업 제공해주셔서 감사합니다 교수님.,,,알수없음,0219401,유닉스시스템,이승화,1231079
교수님 최고에요 수업도 재밌고 낯선 내용을 배우는 거라 저는 되게 좋았어요. 시험은 오픈북,,,알수없음,0219401,유닉스시스템,이승화,1231079
"수업자체는 솔직히 재미 없음, 근데 꿀전공 같음, 발표도 없고 과제도 레포트 한 번임, 연습문제도 시험에 그대로 내고, 교수가 수업중하면서 코드예제중에 몇개 시험에 나온다 알려줌, 그러면 그거랑 연습문제 그냥 암기해서 시험 풀면 됨, 아직 학점 안 나왔는데 중간 기말 그냥 너무 잘 봐서 A+은 그냥 나올 듯",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
나쁘지 않은 거 같아요 수업도 생각보다 괜찮고 시험도 그렇게 어렵지 않아서 잘할 수 있습니다.,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
매우 쉽게 가르치세요. 좋아요좋아요좋아요. 진짜 좋아요. 나이스해요. 시험 문제도 매우 나이스합니다. 행복해요,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"교수님께서 굉장히 친절하십니다. 
실력 향상에 도움이 많이 돼요",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"나름 성적도 무난하게 나옴, 별 다른 노력없이 나쁘지 않은 점수를 받움 나쁘지 않음",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"교수님은 친절하세요
수업은 늘 풀강이고 쉬는시간 잘 지켜주세요
시험 중간기말 두 번에 교재 내용 세세하게 나와요
자바를 처음 배우는 사람으로써 솔직히 힘들었어요
진도도 빠른데 이해도가 낮은 사람은 벅찰거에요
전 중간에 포기하긴 했어요..",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
하나하나 천천히 알려주시고 시험도 쉽고 좋아요,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
굉장히 열정적이심 과제도 거의 없고  난 못했지만 시험도 다 집아주셔서 공부난 한다면 평타이상은 칠듯,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
교수님 굉장히 친절하시고 열정적으로 가르쳐주십니다. 첨에 이해 안되는 부분도 책 읽으면 이해됩니다. 시험도 쉽게내시는 편입니다,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
교수님도 착하시고 시험문제 찝어주시고 찝어주신거 공부하면 충분히 좋음점수 받을수 있습니다.,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
나쁘지 않았어요 시험 관련 문의도 친절하게 받아주시고 알려주시는 것도 책 위주로 설명해주셔서 차라리 이해 안되는 부분은 책 몇 번 읽으면 돼서 시험도 쉬워서 좋았어요,,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"엄청열정적이시고 가끔 시간오버 하실때가 있음
그래도 질문하면 웃으시면서 답해주시고 친절하심",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"진도는 좀 빨리 나가시는 편이에요..
확실히 한 번 못따라가면 쭉 어렵기도 하고 
잘 집중해서 듣는게 좋을거에요
항상 풀강에 쉬는시간은 10분 항상 주시니까 괜찮아요
끝날때 너무 뜬금없이 끝내셔요 ㅎ",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"진도를 좀 많이 나가시는데 시험은 또 쉬움
하라는 것만 하면 점수 잘 나와요

거의 항상 풀강이시고, 쉬는 시간은 칼 같이 지켜주시는데 끝나는 시간은 오바하실때 있음..

시험 - 총 2번 (객관식, 주관식)
과제 - 조사해오는거 리포트 하나, 코드 짠 거 제출 이 정도..?
팀플 - X",,,알수없음,0367101,JAVA프로그래밍,유진호,2563206
"과제를 매주 주시간함 그런데 수업시간에 하는 예제만 똑바로 따라 했어도 푸는데 아무 문제는 없음 교수님도 유쾌하시고 모르는거 물어보면 잘 대답해주심
중간,기말 둘다 이론 문제 단답형 조금이랑 대부분 코드 채우는 손코딩 쉬운 정도는 아닌데 공부 열심히 했으면 재밌게 풀 정도
들을꺼면 항상 앞자리 앉아서 교수님 질문에 답하면서 하는게 재밌음 그리고 기말쯤에 조금 복잡한 추가점수 주는 과제 내주시는데 필자는 제출 안하고도 A+ 받음 참고로 자바 아무것도 모르고 들어갔음 열심히 하면 재밌고 유익함",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"같은 내용을 반복적으로 여러번 알려주시려고 많이 노력하십니다. 수업 당일날마다 구글 클래스룸을 통해서 간단한 퀴즈와 과제를 내주시는데 수업 내용을 이해했다면 쉽게 풀 수 있는 문제들로 이루어져있습니다. 그만큼 학생들이 수업 내용을 제대로 이해했는지를 세심하게 체크하시는 편입니다. 중간고사, 기말고사 총 2번 시험을 보고 기말에는 시험이랑 별개로 추가 점수를 얻을 수 있는 선택 과제를 내주셨는데 난이도는 모든 과제 중에 제일 어려웠네요. 대충 수업을 때우는 게 목표라면 듣지 않는 걸 추천하지만 진심으로 자바가 배우고 싶고 객체지향이 뭔지 알고 싶다면 무조건 들으시길 바래요",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
과제 있어요. 팀플은 없어요. 중간은 시험 기말은 과제 였어요. 교수님이 열정적으로 잘 가르쳐주세요.  두번째줄 자리까지(?)는 질문 받을수 있어요.,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
유쾌하고 쉽게 잘 가르쳐 주십니다 과제는 조금 많고 어려운편이긴 합니다 ㅜㅜ 근데 수업만 잘 들으시면 할 수 있습니다!,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"자기가 열심히 얼마나 하냐에 따라 달라짐
나쁘지 않았고 나름 내 결과에 만족함",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"좋으신 교수님이에요
솔직하게 이 정도도 못 따라온다면 프로그래밍에 재능 없는 거예요
참고로 앞자리 앉으면 자주 물어보시니 적당히 뒷자리 앉는 거 추천드리고
시험도 공부만 했으면 (2일 벼락치기) 쉬운 수준으로 나와요

4점 준 이유는 프로그래밍 과제에서 
조건들을 이해하기 어렵게 주세요
대체로 알아보겠는데 가끔씩 이게 한글이 맞나 
하는 수준으로 조건이 나오니까 이 부분은 질문하시는 거 추천드려요
과제 많은거 싫으시면 다른 교수님 수강 추천드리고 내가 컴공으로 제대로 공부해보려 마음 먹었다면 꼭 들으세요",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
진짜 강추 제발 들으셈 매주 과제있어서 공부하기 너무 좋고  중간중간 퀴즈도 있어서 자바공부하기 딱 좋아요 수업 강추임 시험 난이도도 공부만 하면 충분히 풀수있는문제고 학점따기쉬움 조별과제도없음 혼자 잘하면 됨 강추임 들으삼 수업도 학생들한테 물어봐서 알려주사고 너무 좋아요,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"스트레스를 너무 받아 전과를 고민중이고
자바는 독학으로 공부하는 중입니다
조모임은 없습니다",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"이 수업 듣지 마세요 매 시간 과제가 있고 과제를 어떻게 하라는건지 애매하게 나와있고 설명도 너무 못하셔요. 진도 빼기 바쁘신 느낌이고 평점 1점도 주기 아깝고, 이 수업이 왜 좋다고 하는지 모르겠어요 제발 듣지 마세요",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
이딴수업 듣지마셈. 과제는 매주마다 있고 어쩔땐 쉽고 어쩔땐 어려운 과제 내주시는데 문제설명을 너무 못하심; 분명 같은 한국인인데 문제내용 읽어보면 그래서 뭘 하라고? 라는 생각만 듬. 과제 하는것만으로로 짜증나는데 문제 자체를 이해하는거에 시간도 쓰여서 더 짜증남ㅋㅋㅋ 심지어 수업하실때도 학생들 대부분이 이해 못한거같은데 한 두명 이해했다고 손들면 부가설명없이 그냥 넘어가버리심. 이딴수업 왜 좋다는건지 절대 모르겠고 그냥 딴 교수님 수업 들으셈,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"난 도움 많이 받았던거같음 
과제도 할만하고 이거 못하겠더고 하면 코딩하면 안됨",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"개날먹 ㅋㅋㅋ 이게 과제가 많고 시험이 어려운거면 근본적으로 본인 실력이 족구린건 아닌가 생각해봐야함 이게 첫 강의면 듣지 않는 걸 추천하는데 파이썬, C언어, C++ 뭐든 들어봤고 어느 정도 코딩에 감이 잡히면 충분히 할만함 ㅇㅇ 뭐? 들었는데 못 하겠다고? 너무 어렵다고? 그건 니가 이전 수업을.....",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
일단 C언어 제대로 안 하신 분들 있다면 돌아가셔서 C언어 꼭 공부하고 들으세요! 수업 설명을 최대한 쉽게 가르치시려고 합니다. 하지만 과제가 좀 많고 시험도 자신이 배운 개념으로 직접 코드 짤 수 있어야 풀 수 있는 문제들이라 날먹 절대 불가능한 과목입니다! 하지만 그만큼 배우는 게 많고 백석대에 이런 교수님이 많아져야 한다고 생각합니다! 자신이 좀 힘들더라도 자바라는 과목을 제대로 배우고 싶으면 이 과목 추천합니다!!,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
다른 강의평에 써있다시피 과제가 정말 많습니다 체감상 과제량이 다른 강의에 몇 배는 되는거 같고 시간이 많이 걸리긴 합니다 하지만 노력한만큼 얻어가는 강의이며 코딩실력도 향상되어 열심히 할 각오랑 선수과목인 c언어만 들었다면 들어볼만한 강의라고 생각합니다,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"과제가 너무너무 많아요
주말내내 붙잡고 있어야 할 정도..
하지만 배움에 있어서는 얻는게 많은 수업입니다",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"컴공 학생이라면 꼭 들으세요
코딩 실력 무조건 향상됩니다. 수업 열심히 듣고 과제 제출 잘하세요 쉽지는 않지만 그만큼 얻어갈 것이 많습니다.",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
컴공이나 첨단이라면 거쳐가야 할 강의라고 자부합니다. 허나 파이썬과 C언어를 모두 수강하고 전반적으로 이해한 후이 들어야 이해 가능하다고 생각하는 강의입니다. 실제로 수업 초반부터 C언어가 선수과목이라고 언급을 자주 하시기도 했습니다.,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"이거 밑에 좋다고 평가한 분들… 악질입니다.
풀강 수업에 시험 난이도… 어렵습니다. 
2-3주 동안 이 전공 공부만 미친듯이 했는데… 이렇게 어려운 난이도로 나올 줄 몰랐어요.ㅎ..
매주 과제 있구요 과제 하나면 말 꺼내지도 않아요. 과제 퀴즈까지 합치면 5개정도(매주) 됩니다.
이 교수님꺼 말고 다른 교수님 수업 들으세요~~~~~………. 전 재수강 할랍니다",,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
도망쳐요... 이건 사람이 들을 강의가 아니에요...,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
과제가 많은데 수업시간때 집중만 잘 했으면 무난하게 가능함,,,알수없음,0367103,JAVA프로그래밍,강윤희,1231086
"수업은 기본적으로 쉽습니다! 
다만 뭔가를 크게 배워간 느낌은 없습니다..!
원래 팀플이 있는데 수업 실력이 낮아 그냥 기말 시험으로 봤습니다.",,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
"뇌 빼놓고 핸드폰하고 싶으면 들으세요. 자바 관련해서  알파벳 정도밖에 안배우니까 어처피 나중에 본인이 추가로 해야됩니다.
근데 성적 관련해서 교수님께서 히든 퀘스트를 설정하셨는지 이의를 제기하니까 들어본 적 없는 채점 기준이 생기네요. 놀랍습니다.",,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
"이해하기 쉽게 설명해주시고 학점도 잘주십니다
대신 자바에 대해 겉핥기하는 느낌이 없잖아 있어서 자바 할 줄 아시는분은 다른 교수님꺼 듣는게 더 좋을 거 같아요!",,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
꼭 들어요 진자 수업좋고 내용좋고 전반적으로 마족했습니다,,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
열심히 하명 성작 잘나와요!! 그리고 차근차근 잘 알려주십니당,,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
이해하기 쉽게 가르쳐주십니다! 배워가기 좋은 강의,,,알수없음,0367104,JAVA프로그래밍,이수연,2740771
